Brand,Year,Model,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,CylindersinEngine,BodyType,Doors,Seats,Price
Hyundai,2013,I20,2013 Hyundai I20 Active,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.4 L / 100 km,123330,Grey / Black,4 cyl,Hatchback," 5 Doors"," 5 Seats",12990
Mitsubishi,2014,Lancer,2014 Mitsubishi Lancer GSR Sportback,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,8.9 L / 100 km,44249,Silver / Black,4 cyl,Hatchback," 5 Doors"," 5 Seats",18990
Mazda,2018,2,2018 Mazda 2 Maxx,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,4.9 L / 100 km,27100,Silver / Cloth,4 cyl,Hatchback," 5 Doors"," 5 Seats",23999
Mazda,2009,3,2009 Mazda 3 Maxx Sport,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.2 L / 100 km,70661,White / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",14995
Mitsubishi,2014,Triton,2014 Mitsubishi Triton GLX (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,9.3 L / 100 km,215100,White / -,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",18995
Volkswagen,2014,Golf,2014 Volkswagen Golf 90 TSI Comfortline,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.4 L / 100 km,155036,Black / Black,4 cyl,Hatchback," 5 Doors"," 5 Seats",14990
BMW,2012,M135I,2012 BMW M135I,USED,Automatic,"6 cyl, 3 L",Rear,Premium,7.5 L / 100 km,67678,Grey / Black Leather,6 cyl,Hatchback," 5 Doors"," 5 Seats",29950
Holden,2015,Commodore,2015 Holden Commodore SV6 Storm,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.8 L / 100 km,133934,White / Black,6 cyl,Wagon," 4 Doors"," 5 Seats",22999
Volkswagen,2008,Golf,2008 Volkswagen Golf GTI,USED,Automatic,"4 cyl, 2 L",Front,Premium,8 L / 100 km,174915,Silver / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",14990
Holden,2014,Cruze,2014 Holden Cruze Equipe,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,117000,Silver / -,4 cyl,Sedan," 4 Doors"," 5 Seats",7888
Hyundai,2018,Imax,2018 Hyundai Imax Active,USED,Automatic,"4 cyl, 2.5 L",Rear,Diesel,8.8 L / 100 km,190176,Grey / Grey,4 cyl,Wagon," 4 Doors"," 8 Seats",27990
Mitsubishi,2013,Triton,2013 Mitsubishi Triton GLX (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.1 L / 100 km,231675,White / -,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",19800
BMW,2021,330I,2021 BMW 330I M Sport,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6.4 L / 100 km,23332,Black / -,4 cyl,Sedan," 4 Doors"," 5 Seats",67988
Volkswagen,2018,Golf,2018 Volkswagen Golf 110 TSI Comfortline,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.6 L / 100 km,130647,White / Black,4 cyl,Wagon," 4 Doors"," 5 Seats",21880
Audi,2019,Q3,2019 Audi Q3 35 Tfsi S Tronic,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,7.2 L / 100 km,47307,White / Black,4 cyl,SUV," 4 Doors"," 5 Seats",41888
Nissan,2005,Elgrand,2005 Nissan Elgrand Highway Star,USED,Automatic,-,Other,Unleaded,-,69619,Black / Black,-,Commercial,,,17900
Toyota,2009,Estima,2009 Toyota Estima X (hybrid),USED,Automatic,-,Other,Unleaded,-,128647,Silver / Beige,-,Commercial,,,18900
Subaru,2016,Outback,2016 Subaru Outback 2.5I Premium,USED,Automatic,"4 cyl, 2.5 L",AWD,Premium,7.3 L / 100 km,74983,Silver / Black,4 cyl,SUV," 4 Doors"," 5 Seats",29990
Mazda,2007,6,2007 Mazda 6 Classic Sports,USED,Manual,"4 cyl, 2.3 L",Front,Premium,8.8 L / 100 km,102496,Black / Grey,4 cyl,Hatchback," 5 Doors"," 5 Seats",7920
Hyundai,2015,Accent,2015 Hyundai Accent Active,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.4 L / 100 km,84924,Silver / Black,4 cyl,Hatchback," 5 Doors"," 5 Seats",14999
Land,2013,Rover,2013 Land Rover Discovery 4 3.0 TDV6,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,8.8 L / 100 km,159558,White / Black,6 cyl,SUV," 4 Doors"," 5 Seats",38950
Mercedes-Benz,2014,B-Class,2014 Mercedes-Benz B-Class B200 DCT,USED,Automatic,-,Front,Premium,-,98296,Black / -,-,Hatchback,,,16999
Ford,2013,Focus,2013 Ford Focus Ambiente,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.6 L / 100 km,67590,Silver / Black,4 cyl,Hatchback," 5 Doors"," 5 Seats",12990
Kia,2017,Sportage,2017 Kia Sportage GT-Line (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,8.5 L / 100 km,65502,White / Black,4 cyl,SUV," 4 Doors"," 5 Seats",29990
Porsche,2010,Cayenne,2010 Porsche Cayenne S,USED,Automatic,"8 cyl, 4.8 L",AWD,Premium,10.5 L / 100 km,193271,White / Black,8 cyl,SUV," 4 Doors"," 5 Seats",29990
Porsche,2016,Cayman,2016 Porsche Cayman GT4,USED,Manual,"6 cyl, 3.8 L",Rear,Premium,10.3 L / 100 km,23481,White / Black,6 cyl,Coupe," 2 Doors"," 2 Seats",214880
Ford,2007,Territory,2007 Ford Territory SR (4X4),USED,Automatic,"6 cyl, 4 L",AWD,Unleaded,12.2 L / 100 km,173839,White / -,6 cyl,SUV," 4 Doors"," 5 Seats",8950
Suzuki,2017,Swift,2017 Suzuki Swift Sport,USED,Automatic,-,Front,Premium,-,55794,Yellow / Black,-,Hatchback,,,26280
Nissan,2016,Navara,2016 Nissan Navara SL (4X4),USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,7 L / 100 km,258936,White / Black,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",21290
Toyota,2009,Estima,2009 Toyota Estima X (hybrid),USED,Automatic,-,Other,Unleaded,-,106208,Blue / Beige,-,Commercial,,,22900
Daihatsu,2019,Hijet,2019 Daihatsu Hijet,USED,-,-,Other,-,-,19730,Green / Grey,-,,,,33888
Toyota,2013,RAV4,2013 Toyota RAV4 Cruiser (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6.5 L / 100 km,292134,Grey / Black Leather,4 cyl,SUV," 4 Doors"," 5 Seats",14995
Toyota,2008,Hilux,2008 Toyota Hilux SR5 (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,9.5 L / 100 km,251000,White / Grey,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",21290
Mazda,2014,3,2014 Mazda 3 Maxx,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,5.8 L / 100 km,130242,Brown / Black,4 cyl,Hatchback," 5 Doors"," 5 Seats",16388
Hyundai,2021,Venue,2021 Hyundai Venue Elite ((sunroof),USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,7.2 L / 100 km,35024,White / Grey,4 cyl,SUV," 4 Doors"," 5 Seats",26990
BMW,2015,X1,2015 BMW X1 Xdrive 20D,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.1 L / 100 km,44145,White / -,4 cyl,SUV," 4 Doors"," 5 Seats",32000
BMW,2021,330I,2021 BMW 330I M Sport,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6.4 L / 100 km,29567,Black / -,4 cyl,Sedan," 4 Doors"," 5 Seats",67988
Mazda,2007,6,2007 Mazda 6 Classic Sports,USED,Automatic,"4 cyl, 2.3 L",Front,Premium,8.9 L / 100 km,223898,Black / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",7600
Hyundai,2013,Veloster,2013 Hyundai Veloster +,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.4 L / 100 km,155244,White / -,4 cyl,Hatchback," 3 Doors"," 4 Seats",17990
Toyota,2017,Camry,2017 Toyota Camry Altise,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,149988,Grey / -,4 cyl,Sedan," 4 Doors"," 5 Seats",19950
Mitsubishi,2011,Lancer,2011 Mitsubishi Lancer ES Sportback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.3 L / 100 km,205373,Red / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",9990
BMW,2020,M4,2020 BMW M4 Competition,USED,Automatic,"6 cyl, 3 L",Rear,Premium,8.8 L / 100 km,2858,White / Black,6 cyl,Coupe," 2 Doors"," 4 Seats",129988
Suzuki,2011,Swift,2011 Suzuki Swift GL,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.2 L / 100 km,201011,Grey / Black,4 cyl,Hatchback," 5 Doors"," 5 Seats",7999
Ford,2008,Transit,2008 Ford Transit,USED,Manual,"4 cyl, 2.4 L",Rear,Diesel,9.5 L / 100 km,305593,White / -,4 cyl,Commercial," 2 Doors"," 3 Seats",9995
Toyota,2009,Estima,2009 Toyota Estima X (hybrid),USED,Automatic,-,Other,Unleaded,-,165589,Black / Beige,-,Commercial,,,19900
Peugeot,2017,308,2017 Peugeot 308 Active,USED,Automatic,"3 cyl, 1.2 L",Front,Premium,5.1 L / 100 km,57217,Silver / Black,3 cyl,Hatchback," 5 Doors"," 5 Seats",16990
Holden,2017,Trax,2017 Holden Trax LT,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.9 L / 100 km,83147,Blue / -,4 cyl,SUV," 4 Doors"," 5 Seats",17888
Mitsubishi,2015,Triton,2015 Mitsubishi Triton GLX (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,9.3 L / 100 km,204000,White / -,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",18995
Subaru,2013,Forester,2013 Subaru Forester 2.0I,USED,Manual,"4 cyl, 2 L",AWD,Unleaded,7.2 L / 100 km,122077,Red / -,4 cyl,SUV," 4 Doors"," 5 Seats",16857
Mazda,2015,CX-3,2015 Mazda CX-3 S Touring (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.1 L / 100 km,60581,Blue / Black,4 cyl,SUV," 4 Doors"," 5 Seats",22990
Nissan,2010,Navara,2010 Nissan Navara RX (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.8 L / 100 km,259488,White / -,4 cyl,Ute / Tray," 2 Doors"," 2 Seats",13950
Holden,2017,Captiva,2017 Holden Captiva Active 7 Seater,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9 L / 100 km,186954,Grey / -,4 cyl,SUV," 4 Doors"," 7 Seats",12990
Kia,2017,Cerato,2017 Kia Cerato S Premium,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.1 L / 100 km,21350,Red / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",22990
Audi,2016,RS3,2016 Audi RS3 Sportback Quattro,USED,Automatic,"5 cyl, 2.5 L",AWD,Premium,8.1 L / 100 km,47926,White / Black,5 cyl,Hatchback," 5 Doors"," 5 Seats",59990
Mitsubishi,2014,Triton,2014 Mitsubishi Triton GL,USED,Manual,"4 cyl, 2.5 L",Rear,Diesel,8 L / 100 km,88861,White / -,4 cyl,Ute / Tray," 2 Doors"," 2 Seats",21880
Jeep,2007,Grand,2007 Jeep Grand Cherokee Laredo (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,16 L / 100 km,199000,- / -,6 cyl,SUV," 4 Doors"," 5 Seats",10990
Mercedes-Benz,2018,C200,2018 Mercedes-Benz C200,USED,Automatic,"4 cyl, 2 L",Rear,Hybrid,6.5 L / 100 km,72540,Blue / Black,4 cyl,Sedan," 4 Doors"," 4 Seats",39990
Toyota,2020,Corolla,2020 Toyota Corolla ZR Hybrid,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.2 L / 100 km,87043,Blue / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",39990
Ford,2012,Ranger,2012 Ford Ranger XLT 3.2 (4X4),USED,Manual,"5 cyl, 3.2 L",4WD,Diesel,9.4 L / 100 km,254121,White / Grey,5 cyl,Ute / Tray," 4 Doors"," 5 Seats",21990
Honda,2008,Civic,2008 Honda Civic Type R,USED,Manual,"4 cyl, 2 L",Front,Premium,9.3 L / 100 km,165450,Silver / -,4 cyl,Hatchback," 3 Doors"," 4 Seats",18990
Honda,2022,CR-V,2022 Honda CR-V VTI X (2WD) 5 Seats,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,15087,White / -,4 cyl,SUV," 4 Doors"," 5 Seats",39990
Nissan,2013,Navara,2013 Nissan Navara ST (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,10.5 L / 100 km,159056,White / -,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",21990
Hyundai,2017,Tucson,2017 Hyundai Tucson Highlander (awd),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.8 L / 100 km,97295,White / -,4 cyl,SUV," 4 Doors"," 5 Seats",31990
Mazda,2015,CX-5,2015 Mazda CX-5 Akera (4X4),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,83095,Red / -,4 cyl,SUV," 4 Doors"," 5 Seats",26990
Toyota,2015,HiAce,2015 Toyota HiAce GL,USED,Automatic,-,Rear,Unleaded,-,167379,White / Black,-,Commercial,,,32900
Isuzu,2017,D-MAX,2017 Isuzu D-MAX LS-M HI-Ride (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,7.7 L / 100 km,192988,White / -,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",28999
Mercedes-Benz,2014,A200,2014 Mercedes-Benz A200 CDI BE,USED,Automatic,"4 cyl, 1.8 L",Front,Diesel,4.6 L / 100 km,105663,Blue / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",22500
Toyota,2007,HiAce,2007 Toyota HiAce LWB,USED,Manual,"4 cyl, 2.7 L",Rear,Unleaded,11.6 L / 100 km,222603,White / Grey,4 cyl,Commercial," 4 Doors"," 3 Seats",17990
Ford,2020,Puma,2020 Ford Puma,USED,Automatic,"3 cyl, 1 L",Front,Premium,5.3 L / 100 km,22300,Blue / -,3 cyl,SUV," 5 Doors"," 5 Seats",27800
Mazda,2022,2,2022 Mazda 2 G15 Evolve,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,5.2 L / 100 km,11824,Grey / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",29990
Toyota,2007,Corolla,2007 Toyota Corolla Ascent,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.7 L / 100 km,250318,Silver / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",10990
Jeep,2016,Grand,2016 Jeep Grand Cherokee Laredo (4X4),USED,Automatic,"6 cyl, 3.6 L",4WD,Premium,10.4 L / 100 km,39967,White / Black,6 cyl,SUV," 4 Doors"," 5 Seats",34800
Hyundai,2020,Tucson,2020 Hyundai Tucson Active (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,38341,Blue / Grey,4 cyl,SUV," 4 Doors"," 5 Seats",28984
Toyota,2020,Camry,2020 Toyota Camry Ascent Sport,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.3 L / 100 km,7528,Silver / Black,4 cyl,Sedan," 4 Doors"," 5 Seats",32990
Honda,2018,City,2018 Honda City VTI,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,5.8 L / 100 km,94385,Silver / Black,4 cyl,Sedan," 4 Doors"," 5 Seats",19999
Toyota,2018,C-HR,2018 Toyota C-HR Koba (awd),USED,Automatic,"4 cyl, 1.2 L",AWD,Premium,5.6 L / 100 km,110047,Red / -,4 cyl,SUV," 4 Doors"," 5 Seats",29990
Kia,2012,Sorento,2012 Kia Sorento Platinum (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.4 L / 100 km,164189,Silver / Black,4 cyl,SUV," 4 Doors"," 7 Seats",16990
Holden,2013,Cruze,2013 Holden Cruze CD Equipe,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,106722,White / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",10800
Isuzu,2018,MU-X,2018 Isuzu MU-X LS-U (4X2),USED,Automatic,"4 cyl, 3 L",Front,Diesel,8.1 L / 100 km,72650,White / Grey,4 cyl,SUV," 4 Doors"," 7 Seats",39880
Kia,2015,Cerato,2015 Kia Cerato S,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.1 L / 100 km,123624,Silver / -,4 cyl,Sedan," 4 Doors"," 5 Seats",14995
Lexus,2014,IS350,2014 Lexus IS350 F Sport,USED,Automatic,"6 cyl, 3.5 L",Rear,Premium,9.7 L / 100 km,155620,Silver / Black,6 cyl,Sedan," 4 Doors"," 5 Seats",27990
Mazda,2018,2,2018 Mazda 2 Maxx,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,4.9 L / 100 km,53426,White / Black Cloth,4 cyl,Hatchback," 5 Doors"," 5 Seats",22990
Toyota,2009,Corolla,2009 Toyota Corolla Levin ZR,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.7 L / 100 km,114727,Silver / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",14995
Toyota,2016,Kluger,2016 Toyota Kluger GXL (4X4),USED,Automatic,"6 cyl, 3.5 L",AWD,Unleaded,10.6 L / 100 km,98983,Grey / Black,6 cyl,SUV," 4 Doors"," 7 Seats",39280
Volkswagen,2007,Golf,2007 Volkswagen Golf GTI,USED,Automatic,"4 cyl, 2 L",Front,Premium,8.1 L / 100 km,160523,Silver / Grey,4 cyl,Hatchback," 3 Doors"," 5 Seats",10990
Holden,2015,Commodore,2015 Holden Commodore SS-V Redline,USED,Automatic,"8 cyl, 6 L",Rear,Premium,11.8 L / 100 km,96000,White / Black Leather,8 cyl,Sedan," 4 Doors"," 5 Seats",47990
Nissan,2016,X-Trail,2016 Nissan X-Trail ST (fwd),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,39397,Red / -,4 cyl,SUV," 4 Doors"," 5 Seats",23950
Hyundai,2020,I30,2020 Hyundai I30,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,54368,White / -,4 cyl,Hatchback," 4 Doors"," 5 Seats",26990
Holden,2014,Cruze,2014 Holden Cruze Equipe,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,220683,Silver / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",7990
Mini,2016,Cooper,2016 Mini Cooper Cooper S,USED,Manual,-,Other,-,-,79008,Black / Leather,-,Hatchback,,,28999
Toyota,2013,Camry,2013 Toyota Camry Atara S,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.8 L / 100 km,89140,Grey / Black,4 cyl,Sedan," 4 Doors"," 5 Seats",17900
Toyota,2013,Corolla,2013 Toyota Corolla Ascent,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.6 L / 100 km,149974,Red / Black,4 cyl,Hatchback," 5 Doors"," 5 Seats",16990
Hyundai,2019,I30,2019 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,44879,White / -,4 cyl,Hatchback," 4 Doors"," 5 Seats",26990
Mazda,2016,BT-50,2016 Mazda BT-50 XT (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9.2 L / 100 km,110909,White / -,5 cyl,Ute / Tray," 4 Doors"," 5 Seats",34913
Toyota,2013,Corolla,2013 Toyota Corolla Ascent,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.6 L / 100 km,109519,White / Black,4 cyl,Hatchback," 5 Doors"," 5 Seats",19990
Kia,2020,Stinger,2020 Kia Stinger GT (black Leather),USED,Automatic,"6 cyl, 3.3 L",Rear,Unleaded,10.2 L / 100 km,19372,Grey / Red,6 cyl,Sedan," 4 Doors"," 5 Seats",55888
Toyota,2015,RAV4,2015 Toyota RAV4 GXL (4X4),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.5 L / 100 km,155198,Silver / -,4 cyl,SUV," 4 Doors"," 5 Seats",24950
Honda,2012,Jazz,2012 Honda Jazz Vibe,USED,Automatic,"4 cyl, 1.3 L",Front,Unleaded,6.6 L / 100 km,111323,Green / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",12800
BMW,2017,430I,2017 BMW 430I Gran Coupe M Sport,USED,Automatic,"4 cyl, 2 L",Rear,Premium,5.8 L / 100 km,79882,Grey / Beige,4 cyl,Hatchback," 5 Doors"," 5 Seats",41280
Volkswagen,2008,Golf,2008 Volkswagen Golf GTI,USED,Manual,"4 cyl, 2 L",Front,Premium,8.1 L / 100 km,155839,Silver / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",13990
Subaru,2018,Outback,2018 Subaru Outback 2.5I Premium,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.3 L / 100 km,66805,Grey / -,4 cyl,SUV," 4 Doors"," 5 Seats",33898
Ford,2011,Territory,2011 Ford Territory TX (rwd),USED,Automatic,"6 cyl, 2.7 L",Rear,Diesel,8.2 L / 100 km,227646,Silver / -,6 cyl,SUV," 4 Doors"," 5 Seats",8913
Kia,2013,RIO,2013 Kia RIO S,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.3 L / 100 km,88465,Silver / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",14888
Holden,2013,Commodore,2013 Holden Commodore SV6 Z-Series,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.5 L / 100 km,237426,Blue / -,6 cyl,Sedan," 4 Doors"," 5 Seats",15995
Toyota,1999,Landcruiser,1999 Toyota Landcruiser (4X4),USED,Manual,"6 cyl, 4.2 L",4WD,Diesel,0 L / 100 km,41750,Red / Grey,6 cyl,Ute / Tray," 2 Doors"," 3 Seats",48999
Toyota,2013,Hilux,2013 Toyota Hilux SR,USED,Manual,"4 cyl, 3 L",Rear,Diesel,8.1 L / 100 km,345194,White / Grey,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",12990
Toyota,2017,Corolla,2017 Toyota Corolla ZR,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.1 L / 100 km,130970,Red / Black,4 cyl,Hatchback," 5 Doors"," 5 Seats",23990
Honda,2016,Civic,2016 Honda Civic VTI-L,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6 L / 100 km,35612,Silver / Black,4 cyl,Sedan," 4 Doors"," 5 Seats",24888
Audi,2013,A3,2013 Audi A3 Sportback 1.8 Tfsi Ambition,USED,Automatic,"4 cyl, 1.8 L",Front,Premium,6.7 L / 100 km,148265,Brown / Grey,4 cyl,Hatchback," 5 Doors"," 5 Seats",13999
Hyundai,2018,I30,2018 Hyundai I30 N Line,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,7.1 L / 100 km,83494,Black / Leather,4 cyl,Hatchback," 4 Doors"," 5 Seats",27950
Mazda,2012,2,2012 Mazda 2 Genki,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.8 L / 100 km,85492,Silver / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",13990
Volkswagen,2013,Tiguan,2013 Volkswagen Tiguan 155 TSI (4X4),USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.8 L / 100 km,126408,Grey / Black,4 cyl,SUV," 4 Doors"," 5 Seats",19999
Renault,2017,Trafic,2017 Renault Trafic LWB,USED,Manual,"4 cyl, 1.6 L",Front,Diesel,6.2 L / 100 km,173156,White / -,4 cyl,Commercial," 4 Doors"," 3 Seats",22950
Peugeot,2013,208,2013 Peugeot 208 GTI,USED,Manual,"4 cyl, 1.6 L",Front,Premium,5.9 L / 100 km,78783,Grey / Black,4 cyl,Hatchback," 3 Doors"," 5 Seats",14990
Land,2020,Rover,2020 Land Rover Range Rover Evoque P200 S (147KW),USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.1 L / 100 km,26227,Black / -,4 cyl,SUV," 4 Doors"," 5 Seats",69800
Honda,2017,HR-V,2017 Honda HR-V VTI,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.6 L / 100 km,101821,Black / -,4 cyl,SUV," 4 Doors"," 5 Seats",20995
Mitsubishi,2014,Triton,2014 Mitsubishi Triton GLX (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,8.1 L / 100 km,221872,White / -,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",14413
Nissan,2015,Pulsar,2015 Nissan Pulsar ST,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.7 L / 100 km,90691,White / -,4 cyl,Sedan," 4 Doors"," 5 Seats",14776
Mazda,2018,6,2018 Mazda 6 Touring (5YR),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7 L / 100 km,24305,Blue / -,4 cyl,Sedan," 4 Doors"," 5 Seats",29990
Audi,2007,A4,2007 Audi A4 2.0 Tfsi,USED,Automatic,"4 cyl, 2 L",Front,Premium,8.3 L / 100 km,168901,Silver / Black,4 cyl,Sedan," 4 Doors"," 5 Seats",7950
Honda,2005,Accord,2005 Honda Accord VTI,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9.3 L / 100 km,167562,Gold / -,4 cyl,Sedan," 4 Doors"," 5 Seats",7949
Audi,2016,SQ5,2016 Audi SQ5 3.0 TDI Quattro,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,6.8 L / 100 km,152995,Grey / -,6 cyl,SUV," 5 Doors"," 5 Seats",29999
Toyota,2007,Corolla,2007 Toyota Corolla Ascent,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,236946,Silver / Cloth,4 cyl,Sedan," 4 Doors"," 5 Seats",8880
Holden,2011,Commodore,2011 Holden Commodore SV6,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.8 L / 100 km,183580,Silver / -,6 cyl,Wagon," 4 Doors"," 5 Seats",12990
Mercedes-Benz,2005,CLK-Class,2005 Mercedes-Benz CLK-Class C209 Elegance Coupe 2dr Spts Auto 7sp 3.5i Luxury,USED,Automatic,-,Other,Unleaded,-,180499,Black / -,-,Coupe,,,9999
Nissan,2015,X-Trail,2015 Nissan X-Trail TL (fwd),USED,Automatic,"4 cyl, 1.6 L",Front,Diesel,5.3 L / 100 km,124882,Red / Black,4 cyl,SUV," 4 Doors"," 5 Seats",19888
Mazda,2005,6,2005 Mazda 6 Classic,USED,Automatic,"4 cyl, 2.3 L",Front,Premium,8.9 L / 100 km,247519,Gold / -,4 cyl,Sedan," 4 Doors"," 5 Seats",5950
Audi,2021,Q3,2021 Audi Q3 35 Tfsi,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,7.2 L / 100 km,9819,Blue / Black,4 cyl,SUV," 4 Doors"," 5 Seats",51990
Lexus,2004,IS300,2004 Lexus IS300 Sports Luxury,USED,Automatic,"6 cyl, 3 L",Rear,Unleaded,10.5 L / 100 km,124230,Black / -,6 cyl,Sedan," 4 Doors"," 5 Seats",16000
Mitsubishi,2020,Triton,2020 Mitsubishi Triton GLX,USED,Automatic,"4 cyl, 2.4 L",Rear,Diesel,8.3 L / 100 km,43839,White / Grey,4 cyl,Ute / Tray," 2 Doors"," 2 Seats",33990
